Country,Date Range,Segment,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,CoreText - PDF Viewed (Goal 1 Conversion Rate),CoreText - PDF Viewed (Goal 1 Completions),CoreText - PDF Viewed (Goal 1 Value),,,
Antigua & Barbuda,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,1,0.00%,12,00:01:44,0.00%,0,$0.00,,,
Barbados,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,1,0.00%,3,00:01:15,0.00%,0,$0.00,,,
Barbados,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Barbados,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,1,0.00%,3,00:01:15,0.00%,0,$0.00,,,
Burkina Faso,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Burkina Faso,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Burkina Faso,"Jan 1, 2023 - Jun 30, 2023",Without /es/,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Bermuda,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Bermuda,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Bermuda,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Brunei,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Brunei,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Brunei,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Caribbean Netherlands,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,1,0.00%,6,00:06:39,0.00%,0,$0.00,,,
Caribbean Netherlands,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Caribbean Netherlands,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,1,0.00%,6,00:06:39,0.00%,0,$0.00,,,
Belize,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,9,0.00%,3.67,00:00:38,0.00%,0,$0.00,,,
Belize,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Belize,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,9,0.00%,3.67,00:00:38,0.00%,0,$0.00,,,
Côte d’Ivoire,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,1,0.00%,6,00:10:08,0.00%,0,$0.00,,,
Côte d’Ivoire,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Côte d’Ivoire,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,1,0.00%,6,00:10:08,0.00%,0,$0.00,,,
Cameroon,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,2,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Cameroon,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Cameroon,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,2,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Fiji,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Fiji,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Fiji,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Guinea-Bissau,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,1,0.00%,3,00:00:01,0.00%,0,$0.00,,,
Guinea-Bissau,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Guinea-Bissau,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,1,0.00%,3,00:00:01,0.00%,0,$0.00,,,
Haiti,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,2,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Haiti,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Haiti,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,2,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Jersey,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Jersey,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Jersey,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Laos,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Laos,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Laos,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Liberia,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Liberia,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Liberia,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Montenegro,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Montenegro,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Montenegro,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Madagascar,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Madagascar,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Madagascar,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Mali,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Mali,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Mali,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Mongolia,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Mongolia,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Mongolia,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Martinique,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Martinique,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Martinique,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Maldives,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Maldives,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Maldives,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Malawi,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,1,0.00%,3,00:00:08,0.00%,0,$0.00,,,
Malawi,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Malawi,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,1,0.00%,3,00:00:08,0.00%,0,$0.00,,,
Sudan,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Sudan,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Sudan,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Senegal,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Senegal,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Senegal,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,1,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Timor-Leste,"Jan 1, 2023 - Jun 30, 2023",All Users,1,1,2,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Timor-Leste,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,0,0,0,0.00%,0,00:00:00,0.00%,0,$0.00,,,
Timor-Leste,"Jan 1, 2023 - Jun 30, 2023",Without /es/,1,1,2,0.00%,3,00:00:00,0.00%,0,$0.00,,,
Total,"Jan 1, 2023 - Jun 30, 2023",All Users,22428,22224,28561,0.45%,4.73,00:01:31,<0.01%,1,$0.00,,,
Total,"Jan 1, 2023 - Jun 30, 2023",Spanish Website,572,495,1008,0.20%,14.21,00:08:58,0.00%,0,$0.00,,,
Total,"Jan 1, 2023 - Jun 30, 2023",Without /es/,21969,21729,27553,0.46%,4.38,00:01:14,<0.01%,1,$0.00,,,
